POA_CODE_2016,D_10_12_FPNLF_MPET,D_10_12_FPNLF_MPULFTW,D_10_12_FPNLF_MPULPTW,D_10_12_FPNLF_MPUT,D_10_12_FPNLF_MPTLF,D_10_12_FPNLF_MPNLF,D_10_12_FPNLF_MPLFSNS,D_10_12_FPNLF_T,D_10_12_FPLFSNS_MPEFT,D_10_12_FPLFSNS_MPEPT,D_10_12_FPLFSNS_MPEAW,D_10_12_FPLFSNS_MPEHNS,D_10_12_FPLFSNS_MPET,D_10_12_FPLFSNS_MPULFTW,D_10_12_FPLFSNS_MPULPTW,D_10_12_FPLFSNS_MPUT,D_10_12_FPLFSNS_MPTLF,D_10_12_FPLFSNS_MPNLF,D_10_12_FPLFSNS_MPLFSNS,D_10_12_FPLFSNS_T,D_10_12_FPT_MPEFT,D_10_12_FPT_MPEPT,D_10_12_FPT_MPEAW,D_10_12_FPT_MPEHNS,D_10_12_FPT_MPET,D_10_12_FPT_MPULFTW,D_10_12_FPT_MPULPTW,D_10_12_FPT_MPUT,D_10_12_FPT_MPTLF,D_10_12_FPT_MPNLF,D_10_12_FPT_MPLFSNS,D_10_12_FPT_T,D_13_14_FPEFT_MPEFT,D_13_14_FPEFT_MPEPT,D_13_14_FPEFT_MPEAW,D_13_14_FPEFT_MPEHNS,D_13_14_FPEFT_MPET,D_13_14_FPEFT_MPULFTW,D_13_14_FPEFT_MPULPTW,D_13_14_FPEFT_MPUT,D_13_14_FPEFT_MPTLF,D_13_14_FPEFT_MPNLF,D_13_14_FPEFT_MPLFSNS,D_13_14_FPEFT_T,D_13_14_FPEPT_MPEFT,D_13_14_FPEPT_MPEPT,D_13_14_FPEPT_MPEAW,D_13_14_FPEPT_MPEHNS,D_13_14_FPEPT_MPET,D_13_14_FPEPT_MPULFTW,D_13_14_FPEPT_MPULPTW,D_13_14_FPEPT_MPUT,D_13_14_FPEPT_MPTLF,D_13_14_FPEPT_MPNLF,D_13_14_FPEPT_MPLFSNS,D_13_14_FPEPT_T,D_13_14_FPEAW_MPEFT,D_13_14_FPEAW_MPEPT,D_13_14_FPEAW_MPEAW,D_13_14_FPEAW_MPEHNS,D_13_14_FPEAW_MPET,D_13_14_FPEAW_MPULFTW,D_13_14_FPEAW_MPULPTW,D_13_14_FPEAW_MPUT,D_13_14_FPEAW_MPTLF,D_13_14_FPEAW_MPNLF,D_13_14_FPEAW_MPLFSNS,D_13_14_FPEAW_T,D_13_14_FPHNS_MPEFT,D_13_14_FPHNS_MPEPT,D_13_14_FPHNS_MPEAW,D_13_14_FPHNS_MPEHNS,D_13_14_FPHNS_MPET,D_13_14_FPHNS_MPULFTW,D_13_14_FPHNS_MPULPTW,D_13_14_FPHNS_MPUT,D_13_14_FPHNS_MPTLF,D_13_14_FPHNS_MPNLF,D_13_14_FPHNS_MPLFSNS,D_13_14_FPHNS_T,D_13_14_FPET_MPEFT,D_13_14_FPET_MPEPT,D_13_14_FPET_MPEAW,D_13_14_FPET_MPEHNS,D_13_14_FPET_MPET,D_13_14_FPET_MPULFTW,D_13_14_FPET_MPULPTW,D_13_14_FPET_MPUT,D_13_14_FPET_MPTLF,D_13_14_FPET_MPNLF,D_13_14_FPET_MPLFSNS,D_13_14_FPET_T,D_13_14_FPULFTW_MPEFT,D_13_14_FPULFTW_MPEPT,D_13_14_FPULFTW_MPEAW,D_13_14_FPULFTW_MPEHNS,D_13_14_FPULFTW_MPET,D_13_14_FPULFTW_MPULFTW,D_13_14_FPULFTW_MPULPTW,D_13_14_FPULFTW_MPUT,D_13_14_FPULFTW_MPTLF,D_13_14_FPULFTW_MPNLF,D_13_14_FPULFTW_MPLFSNS,D_13_14_FPULFTW_T,D_13_14_FPULPTW_MPEFT,D_13_14_FPULPTW_MPEPT,D_13_14_FPULPTW_MPEAW,D_13_14_FPULPTW_MPEHNS,D_13_14_FPULPTW_MPET,D_13_14_FPULPTW_MPULFTW,D_13_14_FPULPTW_MPULPTW,D_13_14_FPULPTW_MPUT,D_13_14_FPULPTW_MPTLF,D_13_14_FPULPTW_MPNLF,D_13_14_FPULPTW_MPLFSNS,D_13_14_FPULPTW_T,D_13_14_FPUT_MPEFT,D_13_14_FPUT_MPEPT,D_13_14_FPUT_MPEAW,D_13_14_FPUT_MPEHNS,D_13_14_FPUT_MPET,D_13_14_FPUT_MPULFTW,D_13_14_FPUT_MPULPTW,D_13_14_FPUT_MPUT,D_13_14_FPUT_MPTLF,D_13_14_FPUT_MPNLF,D_13_14_FPUT_MPLFSNS,D_13_14_FPUT_T,D_13_14_FPTLF_MPEFT,D_13_14_FPTLF_MPEPT,D_13_14_FPTLF_MPEAW,D_13_14_FPTLF_MPEHNS,D_13_14_FPTLF_MPET,D_13_14_FPTLF_MPULFTW,D_13_14_FPTLF_MPULPTW,D_13_14_FPTLF_MPUT,D_13_14_FPTLF_MPTLF,D_13_14_FPTLF_MPNLF,D_13_14_FPTLF_MPLFSNS,D_13_14_FP_T,D_13_14_FPNLF_MPEFT,D_13_14_FPNLF_MPEPT,D_13_14_FPNLF_MPEAW,D_13_14_FPNLF_MPEHNS,D_13_14_FPNLF_MPET,D_13_14_FPNLF_MPULFTW,D_13_14_FPNLF_MPULPTW,D_13_14_FPNLF_MPUT,D_13_14_FPNLF_MPTLF,D_13_14_FPNLF_MPNLF,D_13_14_FPNLF_MPLFSNS,D_13_14_FPNLF_T,D_13_14_FPLFSNS_MPEFT,D_13_14_FPLFSNS_MPEPT,D_13_14_FPLFSNS_MPEAW,D_13_14_FPLFSNS_MPEHNS,D_13_14_FPLFSNS_MPET,D_13_14_FPLFSNS_MPULFTW,D_13_14_FPLFSNS_MPULPTW,D_13_14_FPLFSNS_MPUT,D_13_14_FPLFSNS_MPTLF,D_13_14_FPLFSNS_MPNLF,D_13_14_FPLFSNS_MPLFSNS,D_13_14_FPLFSNS_T,D_13_14_FPT_MPEFT,D_13_14_FPT_MPEPT,D_13_14_FPT_MPEAW,D_13_14_FPT_MPEHNS,D_13_14_FPT_MPET,D_13_14_FPT_MPULFTW,D_13_14_FPT_MPULPTW,D_13_14_FPT_MPUT,D_13_14_FPT_MPTLF,D_13_14_FPT_MPNLF,D_13_14_FPT_MPLFSNS,D_13_14_FPT_T,D_15_17_FPEFT_MPEFT,D_15_17_FPEFT_MPEPT,D_15_17_FPEFT_MPEAW,D_15_17_FPEFT_MPEHNS,D_15_17_FPEFT_MPET,D_15_17_FPEFT_MPULFTW,D_15_17_FPEFT_MPULPTW,D_15_17_FPEFT_MPUT,D_15_17_FPEFT_MPTLF,D_15_17_FPEFT_MPNLF,D_15_17_FPEFT_MPLFSNS,D_15_17_FPEFT_T,D_15_17_FPEPT_MPEFT,D_15_17_FPEPT_MPEPT,D_15_17_FPEPT_MPEAW,D_15_17_FPEPT_MPEHNS,D_15_17_FPEPT_MPET,D_15_17_FPEPT_MPULFTW,D_15_17_FPEPT_MPULPTW,D_15_17_FPEPT_MPUT,D_15_17_FPEPT_MPTLF,D_15_17_FPEPT_MPNLF,D_15_17_FPEPT_MPLFSNS,D_15_17_FPEPT_T
POA6012,64,0,0,0,67,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,217,26,0,4,243,7,0,7,251,3,0,258,50,3,0,0,46,0,0,0,46,3,0,53,66,9,0,0,74,0,0,0,74,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,0,0,0,6,0,0,6,119,10,0,3,125,0,0,0,129,3,0,130,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,119,10,0,3,133,3,0,3,133,3,0,135,34,8,0,0,40,0,0,0,39,3,0,43,0,0,0,0,0,0,0,0,0,0,0,0,150,14,0,3,171,4,0,4,171,8,0,181,56,3,0,0,59,0,0,0,59,0,0,62,97,14,0,0,116,0,0,0,117,0,0,116
POA6014,116,3,0,3,120,0,0,117,0,0,0,0,0,0,0,0,0,0,3,3,593,68,4,4,665,20,6,21,688,18,3,710,107,19,0,0,118,0,0,0,122,3,0,127,137,25,0,0,166,0,0,0,170,3,0,169,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,248,45,0,0,288,3,0,3,296,6,0,303,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,11,0,0,10,14,0,0,0,14,0,0,0,12,0,0,12,255,45,0,0,301,3,0,6,308,5,0,319,76,0,0,0,73,3,0,3,81,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,335,44,0,0,380,11,0,8,389,9,0,400,143,18,0,0,164,5,0,7,170,4,0,178,170,14,0,0,191,5,0,5,192,6,0,204
POA6015,74,0,0,0,73,3,0,82,0,0,0,0,0,0,0,0,0,0,0,0,245,31,3,3,280,8,0,8,284,9,0,291,28,3,0,0,29,3,0,3,32,3,0,34,63,9,0,0,73,0,0,0,74,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,10,0,0,110,0,0,3,115,7,0,116,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,97,10,0,0,114,0,0,3,121,7,0,119,38,5,0,0,46,0,0,0,48,3,0,52,0,0,0,0,0,0,0,0,0,0,0,0,143,13,0,0,158,5,0,7,165,7,0,172,68,10,3,0,79,4,0,4,76,0,0,77,98,14,0,0,111,0,0,0,109,0,0,114
POA6016,34,0,0,0,33,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,218,31,3,3,255,10,0,10,260,4,0,264,22,6,0,0,27,3,0,3,32,3,0,34,78,5,0,0,89,3,0,3,90,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,13,0,0,115,3,0,3,119,3,0,126,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,4,0,0,8,104,17,0,0,123,7,0,7,126,3,0,127,16,0,0,0,16,0,0,0,18,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,116,17,0,0,137,7,0,8,141,3,0,148,50,3,0,0,51,3,0,3,56,0,0,57,88,11,4,3,101,0,0,0,104,0,0,106
POA6017,9,0,0,0,9,7,0,14,0,0,0,0,0,0,0,0,0,0,0,0,18,5,0,0,23,3,0,3,27,9,0,33,0,3,0,0,3,3,0,3,4,0,0,4,3,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,13,3,0,3,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,9,0,0,0,14,4,0,4,17,0,0,17,6,0,0,0,5,0,0,0,5,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,17,4,0,4,21,4,0,21,11,0,0,0,10,0,0,0,7,0,0,7,8,3,0,0,8,0,0,0,8,0,0,8
POA6018,181,5,3,4,184,15,0,203,3,0,0,0,3,0,0,0,3,0,0,3,880,75,17,7,972,30,8,39,1010,39,0,1045,147,11,3,3,170,6,0,8,175,8,0,185,230,38,9,0,269,7,0,8,282,7,0,290,11,0,0,0,11,0,0,0,11,0,0,11,0,0,0,4,5,0,0,0,5,0,0,3,385,51,11,4,452,17,3,16,468,14,3,484,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,16,0,0,0,16,0,0,16,16,0,0,0,13,0,0,0,13,0,0,13,401,51,11,7,470,17,3,16,486,14,3,503,89,3,0,0,91,7,0,7,93,14,0,107,0,0,0,0,0,0,0,0,0,0,0,3,489,57,11,6,563,18,3,18,579,28,4,611,196,27,0,0,226,14,0,14,236,14,0,254,305,35,3,0,350,13,0,9,359,9,0,367
POA6019,105,3,0,3,104,6,0,109,4,0,0,0,4,0,0,0,4,0,0,6,399,34,6,0,445,22,0,22,464,14,0,480,58,4,0,0,61,3,0,3,63,3,0,68,111,15,0,0,122,3,0,3,127,3,0,129,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,3,170,17,0,0,188,9,0,9,195,6,0,203,4,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,11,0,0,0,11,0,0,11,13,0,0,0,16,0,0,0,16,0,0,16,180,17,0,0,198,9,0,9,210,6,0,213,38,3,0,0,39,3,0,3,43,4,0,45,0,0,0,0,0,0,0,0,0,0,0,3,215,24,0,0,241,12,0,12,248,12,0,264,101,7,4,0,111,0,3,4,116,4,0,123,134,23,3,0,158,3,0,3,161,3,0,165
POA6020,108,5,0,5,111,5,0,114,0,0,0,0,0,0,0,0,0,0,0,0,567,46,18,3,630,17,0,17,645,16,0,664,103,9,7,0,112,4,0,4,113,5,0,123,178,19,9,0,209,0,0,3,208,4,0,214,4,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,3,0,0,0,3,0,0,3,282,25,17,0,322,6,0,12,335,7,0,342,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,0,0,0,5,0,0,10,7,3,0,0,12,0,0,0,12,0,0,13,288,29,12,0,333,6,0,12,339,6,0,351,62,4,0,0,66,0,0,0,69,3,0,74,0,0,0,0,0,0,0,0,0,0,0,0,347,32,17,3,397,8,0,8,410,11,0,420,157,16,0,0,180,0,0,6,185,7,0,194,218,32,3,0,250,9,3,8,260,13,0,276
POA6021,89,3,0,3,94,10,0,100,0,0,0,0,0,0,0,0,0,0,0,0,351,33,7,4,400,18,3,17,417,18,0,435,51,3,0,0,50,7,0,7,58,4,0,64,101,13,3,0,111,3,0,3,113,3,0,119,4,0,0,0,6,0,0,0,6,0,0,6,0,0,0,3,4,0,0,0,4,0,0,4,156,16,3,3,175,3,0,3,179,7,0,187,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,3,0,3,4,0,0,4,157,16,3,3,182,7,0,7,190,7,0,196,48,5,3,0,53,0,0,0,59,3,0,61,0,0,0,0,0,0,0,0,0,0,0,0,206,20,7,5,237,12,0,12,247,14,0,255,78,8,0,0,84,9,0,9,93,3,0,93,158,22,4,3,185,5,0,8,190,0,0,186
POA6022,17,0,0,0,17,4,0,21,0,0,0,0,3,0,0,0,3,0,0,3,92,5,0,3,102,5,0,5,101,15,0,114,21,0,0,0,20,0,0,0,20,0,0,20,29,0,0,0,25,0,0,0,29,5,0,36,0,3,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,50,4,0,0,51,0,0,0,55,5,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,4,0,0,0,6,0,0,0,6,0,0,6,52,8,0,0,59,0,0,0,56,5,0,59,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,54,8,0,0,58,0,0,0,58,7,0,63,20,5,0,0,28,0,0,0,32,0,0,30,34,3,0,3,42,0,0,0,43,0,0,45
POA6023,88,0,0,0,88,9,0,98,0,0,0,0,3,0,0,0,3,0,0,3,496,39,5,12,550,18,3,18,565,18,0,585,56,11,0,0,67,4,0,4,69,3,0,71,136,12,0,0,146,3,0,3,148,7,0,155,0,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,189,25,3,3,217,5,0,5,222,8,0,229,3,0,0,0,3,0,0,0,3,0,0,3,11,0,0,0,13,0,0,0,13,0,0,12,10,0,0,0,15,0,0,0,15,0,0,16,202,24,3,3,232,5,0,5,241,11,0,244,59,0,0,3,68,0,0,0,68,3,0,66,0,0,0,0,0,0,0,0,0,0,0,0,266,25,3,6,301,5,0,5,309,10,0,318,103,15,3,0,120,3,0,4,128,4,0,130,196,11,0,0,207,5,3,8,213,4,0,218
POA6024,46,3,0,3,47,3,0,49,0,0,0,0,0,0,0,0,0,0,0,3,267,34,7,0,314,10,5,13,330,10,0,339,49,6,0,0,56,0,0,3,54,0,0,60,82,5,0,0,97,3,0,3,98,0,0,100,7,0,3,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,140,14,5,0,161,6,0,7,163,3,0,170,5,0,0,0,5,0,0,0,4,0,0,3,0,0,0,0,3,0,0,0,3,3,0,3,4,0,0,0,8,0,0,0,9,3,0,9,140,14,9,0,166,6,3,9,171,9,0,181,29,4,0,0,34,3,0,3,32,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,166,19,9,4,200,5,3,8,204,9,0,212,75,3,0,0,81,7,0,7,81,3,0,84,96,13,0,0,105,0,0,0,110,3,0,111
POA6025,152,3,0,3,159,5,0,166,0,0,0,0,0,0,0,0,0,0,3,3,676,75,9,9,769,32,3,33,806,30,3,840,113,11,3,0,127,0,0,0,130,3,0,138,224,21,3,0,246,6,3,5,255,3,0,256,3,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,3,0,0,0,3,0,0,3,341,33,8,0,382,6,3,8,392,12,0,401,3,0,0,0,3,4,0,4,6,0,0,6,14,0,0,0,14,3,0,3,13,0,0,13,15,0,0,0,15,6,0,6,22,0,0,22,355,33,8,0,397,14,3,11,411,12,0,424,66,3,0,0,77,0,0,0,77,14,0,88,0,0,0,0,0,0,0,0,0,0,0,3,424,41,7,3,475,14,3,11,486,24,0,512,185,23,8,0,217,12,0,12,232,6,0,237,299,28,3,0,330,11,0,11,335,16,0,356
POA6026,133,3,0,3,134,3,0,133,0,0,0,0,0,0,0,0,0,0,0,0,601,54,9,8,678,13,4,13,689,16,0,705,121,15,7,0,138,8,0,8,141,3,0,151,158,16,7,0,178,6,0,6,184,3,0,188,4,0,0,0,9,0,0,0,7,0,0,7,3,0,0,0,3,0,0,0,3,4,0,7,289,29,13,0,329,14,0,10,338,12,0,350,4,0,0,0,5,0,0,0,9,0,0,9,4,0,0,0,4,0,0,0,6,0,0,6,13,0,0,0,12,3,0,3,14,0,0,14,298,29,13,0,339,14,0,16,355,12,0,366,68,4,3,0,74,3,0,3,73,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,370,34,11,0,417,18,0,19,433,13,0,443,211,24,3,3,240,8,0,8,251,9,0,257,225,26,6,0,258,11,0,11,266,7,0,268
POA6027,175,10,0,10,186,19,0,208,0,0,0,5,5,0,0,0,5,0,0,3,884,87,20,13,1010,49,0,47,1057,39,3,1095,145,21,6,0,166,5,0,5,175,7,0,186,275,27,0,3,305,4,0,4,314,6,0,319,10,0,0,0,10,0,0,0,10,0,0,9,0,0,0,4,7,0,0,0,7,0,0,7,422,49,7,8,489,14,0,14,506,14,0,519,10,0,0,0,10,0,0,0,10,0,0,10,16,0,0,0,17,3,0,3,15,0,0,17,26,0,0,0,24,6,0,6,32,0,0,31,451,52,7,8,520,18,0,18,534,19,0,552,103,5,6,7,128,7,0,4,128,24,0,151,0,0,0,0,0,0,0,0,0,0,0,3,558,61,15,18,644,22,0,22,662,37,3,707,293,36,5,3,333,12,3,15,347,17,0,364,357,41,7,3,402,14,0,15,421,4,0,431
POA6028,138,4,0,4,138,4,0,141,0,0,0,0,0,0,0,0,0,0,0,0,730,64,13,11,816,20,0,22,838,29,3,868,141,9,0,0,148,9,0,9,160,5,0,166,235,21,3,0,255,3,0,3,262,0,0,262,0,0,4,0,3,0,0,0,6,0,0,6,3,0,0,0,6,0,0,0,6,0,0,6,374,28,8,3,413,16,0,16,434,9,0,443,8,0,0,0,8,0,0,0,5,0,0,5,9,0,0,0,10,0,0,0,10,3,0,8,13,0,0,0,10,3,0,3,12,3,0,17,387,28,8,3,428,20,0,20,449,12,0,455,66,6,7,0,83,3,0,3,81,13,0,96,0,0,0,0,0,0,0,0,0,0,0,0,458,35,11,5,512,22,0,22,527,23,0,551,232,28,3,0,267,10,0,10,277,5,0,284,330,24,3,3,358,12,0,13,367,3,0,369
POA6029,12,0,0,0,15,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,79,10,0,0,85,3,0,3,88,9,0,100,18,0,0,0,21,0,0,0,22,0,0,23,26,3,0,0,32,0,0,0,34,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,5,0,0,53,0,0,0,53,3,0,55,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,46,5,0,0,51,0,0,0,53,3,0,56,7,0,0,0,7,0,0,0,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,51,5,0,0,61,4,0,3,65,5,0,68,28,6,0,0,32,0,0,0,34,0,0,34,31,6,0,0,42,0,0,0,42,0,0,46
POA6030,209,23,0,20,234,36,0,273,0,0,0,3,3,0,0,0,3,3,0,11,844,144,14,24,1023,45,4,46,1066,69,3,1140,181,27,7,0,218,3,3,3,223,9,0,229,246,22,3,3,278,8,0,8,279,6,0,294,5,3,0,0,7,0,0,0,7,0,0,7,0,0,0,0,3,0,0,0,3,3,0,9,433,53,12,6,502,10,3,10,514,16,0,531,6,0,0,0,9,0,0,0,9,0,0,15,15,7,5,0,26,0,0,0,26,0,0,28,25,4,5,0,36,0,0,0,39,3,0,40,458,59,15,4,539,14,3,13,550,23,0,573,112,9,7,4,132,9,0,9,139,23,0,162,0,0,0,0,3,0,0,0,4,0,4,10,572,64,20,10,668,23,3,26,694,46,4,736,292,32,14,0,340,12,0,10,349,4,0,354,331,44,3,6,386,20,0,20,408,17,0,422
POA6031,114,11,3,9,126,14,0,139,0,0,0,0,0,0,0,0,0,0,6,4,448,55,12,17,528,19,3,21,549,28,3,584,85,12,0,0,91,3,0,4,100,7,0,104,112,11,3,0,128,3,0,3,127,3,0,134,3,0,0,0,6,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,193,24,5,0,224,7,0,8,230,11,0,242,7,0,0,0,5,0,0,0,5,0,0,9,10,0,6,0,8,3,0,3,13,0,0,13,11,0,6,0,18,3,0,3,19,0,0,17,206,24,4,0,244,10,0,12,250,8,0,266,44,0,0,3,48,7,3,7,59,10,0,69,0,0,0,0,0,0,0,0,0,0,8,8,252,28,4,0,290,14,7,19,308,23,10,335,120,10,0,0,137,0,3,3,137,12,0,148,145,21,6,4,168,5,0,5,172,3,0,175
POA6032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,6,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
POA6033,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,8,0,0,0,13,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,4,0,0,4,8,0,0,0,11,0,0,0,11,0,0,11,6,0,0,0,6,0,0,0,6,0,0,6
POA6034,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,31,3,0,0,34,0,0,0,39,0,0,34,3,0,0,0,3,0,0,0,3,0,0,3,7,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,16,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,18,0,0,0,18,0,0,18,6,0,0,0,6,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,22,0,0,0,26,0,0,26,8,0,0,0,11,0,0,0,11,0,0,11,11,0,0,0,12,0,0,0,11,0,0,11
POA6035,50,5,0,7,56,7,0,67,0,0,0,0,0,0,0,0,0,0,0,0,177,20,11,12,217,20,0,27,241,13,0,251,26,0,0,0,22,3,0,3,28,3,0,32,27,9,4,0,39,0,0,0,43,0,0,42,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,61,10,4,0,68,3,0,3,77,0,0,80,4,0,3,0,4,0,0,0,4,0,0,4,3,0,0,0,3,0,0,0,5,0,0,5,7,0,3,0,10,0,0,0,7,0,0,7,68,10,4,0,82,3,0,8,82,0,0,86,23,4,0,0,30,0,0,0,30,3,0,35,0,0,0,0,0,0,0,0,0,0,0,0,91,16,9,0,114,4,0,4,118,7,0,127,50,3,0,0,54,0,0,0,54,3,0,59,39,10,3,4,49,4,0,4,58,0,0,55
POA6036,89,5,3,10,100,19,0,116,4,0,0,0,4,0,0,0,4,0,0,9,397,49,16,3,461,17,7,16,482,27,0,513,76,5,0,0,80,3,0,3,85,6,0,95,115,16,6,3,131,7,0,7,140,0,0,141,3,3,0,0,7,0,0,0,7,0,0,7,0,0,0,0,3,0,0,0,3,0,0,3,195,19,9,4,225,9,0,9,237,7,0,243,5,0,0,0,5,0,0,0,7,0,0,10,7,0,0,0,7,0,0,0,5,0,0,5,18,0,0,0,18,3,0,3,16,0,0,19,206,19,9,4,244,15,0,15,255,4,0,264,42,9,0,0,50,4,3,4,57,9,0,70,0,0,0,0,0,0,0,0,0,0,0,0,252,27,12,4,299,17,3,18,312,16,0,334,131,13,3,0,144,12,0,12,155,8,0,166,133,16,3,0,148,6,0,6,158,0,0,158
POA6037,14,0,0,0,13,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,49,10,0,0,59,3,3,8,65,5,0,73,7,3,0,0,6,0,0,0,8,0,0,8,11,0,0,0,14,0,0,0,14,3,0,13,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,0,25,0,0,3,30,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,3,21,3,0,0,27,3,0,5,33,3,0,32,12,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,33,7,0,0,36,3,0,5,41,3,0,45,7,0,0,0,11,0,0,0,13,0,0,13,10,4,0,0,16,0,0,0,16,0,0,17
