POA_CODE_2016,M_PoDe_PoDe_NFD_Mng,M_PoDe_PoDe_NFD_Pro,M_PoDe_PoDe_NFD_TTW,M_PoDe_PoDe_NFD_CPS,M_PoDe_PoDe_NFD_CA,M_PoDe_PoDe_NFD_Sal,M_PoDe_PoDe_NFD_MOD,M_PoDe_PoDe_NFD_Lab,M_PoDe_PoDe_NFD_IDNS,M_PoDe_PoDe_NFD_Tot,M_PoDe_DoctDe_Mng,M_PoDe_DoctDe_Pro,M_PoDe_DoctDe_TTW,M_PoDe_DoctDe_CPS,M_PoDe_DoctDe_CA,M_PoDe_DoctDe_Sal,M_PoDe_DoctDe_MOD,M_PoDe_DoctDe_Lab,M_PoDe_DoctDe_IDNS,M_PoDe_DoctDe_Tot,M_PoDe_MasDe_Mng,M_PoDe_MasDe_Pro,M_PoDe_MasDe_TTW,M_PoDe_MasDe_CPS,M_PoDe_MasDe_CA,M_PoDe_MasDe_Sal,M_PoDe_MasDe_MOD,M_PoDe_MasDe_Lab,M_PoDe_MasDe_IDNS,M_PoDe_MasDe_Tot,M_GrDiGrCer_GrDiGrCerNFD_Mng,M_GrDiGrCer_GrDiGrCerNFD_Pro,M_GrDiGrCer_GrDiGrCerNFD_TTW,M_GrDiGrCer_GrDiGrCerNFD_CPS,M_GrDiGrCer_GrDiGrCerNFD_CA,M_GrDiGrCer_GrDiGrCerNFD_Sal,M_GrDiGrCer_GrDiGrCerNFD_MOD,M_GrDiGrCer_GrDiGrCerNFD_Lab,M_GrDiGrCer_GrDiGrCerNFD_IDNS,M_GrDiGrCer_GrDiGrCerNFD_Tot,M_GrDi_GrCer_GrDi_Mng,M_GrDi_GrCer_GrDi_Pro,M_GrDi_GrCer_GrDi_TTW,M_GrDi_GrCer_GrDi_CPS,M_GrDi_GrCer_GrDi_CA,M_GrDi_GrCer_GrDi_Sal,M_GrDi_GrCer_GrDi_MOD,M_GrDi_GrCer_GrDi_Lab,M_GrDi_GrCer_GrDi_IDNS,M_GrDi_GrCer_GrDi_Tot,M_GrDi_GrCer_GradCer_Mng,M_GrDi_GrCer_GradCer_Pro,M_GrDi_GrCer_GradCer_TTW,M_GrDi_GrCer_GradCer_CPS,M_GrDi_GrCer_GradCer_CA,M_GrDi_GrCer_GradCer_Sal,M_GrDi_GrCer_GradCer_MOD,M_GrDi_GrCer_GradCer_Lab,M_GrDi_GrCer_GradCer_IDNS,M_GrDi_GrCer_GradCer_Tot,M_BaDe_BaDe_Mng,M_BaDe_BaDe_Pro,M_BaDe_BaDe_TTW,M_BaDe_BaDe_CPS,M_BaDe_BaDe_CA,M_BaDe_BaDe_Sal,M_BaDe_BaDe_MOD,M_BaDe_BaDe_Lab,M_BaDe_BaDe_IDNS,M_BaDe_BaDe_Tot,M_AdvDi_Di_AdvDi_Di_NFD_Mng,M_AdvDi_Di_AdvDi_Di_NFD_Pro,M_AdvDi_Di_AdvDi_Di_NFD_TTW,M_AdvDi_Di_AdvDi_Di_NFD_CPS,M_AdvDi_Di_AdvDi_Di_NFD_CA,M_AdvDi_Di_AdvDi_Di_NFD_Sal,M_AdvDi_Di_AdvDi_Di_NFD_MOD,M_AdvDi_Di_AdvDi_Di_NFD_Lab,M_AdvDi_Di_AdvDi_Di_NFD_IDNS,M_AdvDi_Di_AdvDi_Di_NFD_Tot,M_AdvDi_Di_AdvDi_AsDe_Mng,M_AdvDi_Di_AdvDi_AsDe_Pro,M_AdvDi_Di_AdvDi_AsDe_TTW,M_AdvDi_Di_AdvDi_AsDe_CPS,M_AdvDi_Di_AdvDi_AsDe_CA,M_AdvDi_Di_AdvDi_AsDe_Sal,M_AdvDi_Di_AdvDi_AsDe_MOD,M_AdvDi_Di_AdvDi_AsDe_Lab,M_AdvDi_Di_AdvDi_AsDe_IDNS,M_AdvDi_Di_AdvDi_AsDe_Tot,M_AdvDi_Di_Dip_Mng,M_AdvDi_Di_Dip_Pro,M_AdvDi_Di_Dip_TTW,M_AdvDi_Di_Dip_CPS,M_AdvDi_Di_Dip_CA,M_AdvDi_Di_Dip_Sal,M_AdvDi_Di_Dip_MOD,M_AdvDi_Di_Dip_Lab,M_AdvDi_Di_Dip_IDNS,M_AdvDi_Di_Dip_Tot,M_Cert_CertIII_IV_Mng,M_Cert_CertIII_IV_Pro,M_Cert_CertIII_IV_TTW,M_Cert_CertIII_IV_CPS,M_Cert_CertIII_IV_CA,M_Cert_CertIII_IV_Sal,M_Cert_CertIII_IV_MOD,M_Cert_CertIII_IV_Lab,M_Cert_CertIII_IV_IDNS,M_Cert_CertIII_IV_Tot,M_Cert_CertI_II_Mng,M_Cert_CertI_II_Pro,M_Cert_CertI_II_TTW,M_Cert_CertI_II_CPS,M_Cert_CertI_II_CA,M_Cert_CertI_II_Sal,M_Cert_CertI_II_MOD,M_Cert_CertI_II_Lab,M_Cert_CertI_II_IDNS,M_Cert_CertI_II_Tot,M_Cert_Cert_nfd_Mng,M_Cert_Cert_nfd_Pro,M_Cert_Cert_nfd_TTW,M_Cert_Cert_nfd_CPS,M_Cert_Cert_nfd_CA,M_Cert_Cert_nfd_Sal,M_Cert_Cert_nfd_MOD,M_Cert_Cert_nfd_Lab,M_Cert_Cert_nfd_IDNS,M_Cert_Cert_nfd_Tot,M_LE_ID_Mng,M_LE_ID_Pro,M_LE_ID_TTW,M_LE_ID_CPS,M_LE_ID_CA,M_LE_ID_Sal,M_LE_ID_MOD,M_LE_ID_Lab,M_LE_ID_IDNS,M_LE_ID_Tot,M_LE_NS_Mng,M_LE_NS_Pro,M_LE_NS_TTW,M_LE_NS_CPS,M_LE_NS_CA,M_LE_NS_Sal,M_LE_NS_MOD,M_LE_NS_Lab,M_LE_NS_IDNS,M_LE_NS_Tot,M_Tot_Mng,M_Tot_Pro,M_Tot_TTW,M_Tot_CPS,M_Tot_CA,M_Tot_Sal,M_Tot_MOD,M_Tot_Lab,M_Tot_IDNS,M_Tot_Tot,F_PoDe_PoDe_NFD_Mng,F_PoDe_PoDe_NFD_Pro,F_PoDe_PoDe_NFD_TTW,F_PoDe_PoDe_NFD_CPS,F_PoDe_PoDe_NFD_CA,F_PoDe_PoDe_NFD_Sal,F_PoDe_PoDe_NFD_MOD,F_PoDe_PoDe_NFD_Lab,F_PoDe_PoDe_NFD_IDNS,F_PoDe_PoDe_NFD_Tot,F_PoDe_DoctDe_Mng,F_PoDe_DoctDe_Pro,F_PoDe_DoctDe_TTW,F_PoDe_DoctDe_CPS,F_PoDe_DoctDe_CA,F_PoDe_DoctDe_Sal,F_PoDe_DoctDe_MOD,F_PoDe_DoctDe_Lab,F_PoDe_DoctDe_IDNS,F_PoDe_DoctDe_Tot,F_PoDe_MasDe_Mng,F_PoDe_MasDe_Pro,F_PoDe_MasDe_TTW,F_PoDe_MasDe_CPS,F_PoDe_MasDe_CA,F_PoDe_MasDe_Sal,F_PoDe_MasDe_MOD,F_PoDe_MasDe_Lab,F_PoDe_MasDe_IDNS,F_PoDe_MasDe_Tot,F_GrDiGrCer_GrDiGrCerNFD_Mng,F_GrDiGrCer_GrDiGrCerNFD_Pro,F_GrDiGrCer_GrDiGrCerNFD_TTW,F_GrDiGrCer_GrDiGrCerNFD_CPS,F_GrDiGrCer_GrDiGrCerNFD_CA,F_GrDiGrCer_GrDiGrCerNFD_Sal,F_GrDiGrCer_GrDiGrCerNFD_MOD,F_GrDiGrCer_GrDiGrCerNFD_Lab,F_GrDiGrCer_GrDiGrCerNFD_IDNS,F_GrDiGrCer_GrDiGrCerNFD_Tot
POA6012,0,6,0,0,0,0,0,0,0,8,16,62,0,0,0,0,0,0,0,84,79,104,3,3,11,3,0,3,3,206,4,0,0,0,0,0,0,0,0,6,8,20,3,3,5,3,0,0,0,43,3,3,0,0,0,0,0,0,0,11,186,403,32,37,39,27,4,27,11,773,0,0,0,0,0,0,0,0,0,0,27,22,7,7,13,12,6,0,0,91,31,16,20,7,3,0,0,5,0,90,45,12,106,10,10,17,10,25,4,238,3,0,0,0,0,3,0,0,0,13,4,3,0,3,3,4,0,0,0,18,3,5,0,0,0,0,3,0,3,24,10,7,3,0,0,3,0,4,3,29,414,666,183,76,84,74,29,68,30,1626,0,3,0,0,0,0,0,0,0,5,4,55,0,0,0,0,0,0,5,58,35,134,0,10,13,6,0,0,3,211,0,10,0,0,0,0,0,0,0,9
POA6014,5,12,0,0,0,0,0,0,0,24,24,167,3,3,0,0,3,0,3,205,175,272,20,9,44,22,11,21,5,582,13,21,0,3,0,3,0,0,0,33,46,101,5,0,8,0,0,3,0,158,4,8,0,0,4,0,0,0,0,20,459,1021,88,74,112,86,34,77,20,1966,0,0,0,0,0,0,0,0,0,3,55,68,36,12,6,11,8,16,3,229,55,47,46,23,7,16,13,14,4,233,95,33,290,48,32,19,22,44,7,598,0,3,4,6,3,0,0,3,0,20,3,7,3,9,0,10,4,3,3,42,7,23,3,5,0,9,0,0,0,47,4,16,9,0,3,3,0,11,3,58,953,1798,507,197,231,177,98,201,46,4214,3,14,0,0,0,0,0,0,0,20,15,123,0,0,3,0,0,0,0,142,65,254,8,21,41,14,0,9,3,416,7,15,0,3,0,0,0,0,3,33
POA6015,5,4,0,0,3,0,0,0,0,7,12,61,0,0,0,0,0,0,0,77,63,85,3,0,13,0,0,0,0,166,5,3,0,0,0,0,0,0,0,7,9,22,0,0,0,0,0,0,0,36,0,5,0,0,0,0,0,0,0,7,167,338,17,15,30,23,4,6,15,615,0,0,0,0,0,0,0,0,0,0,31,32,3,0,8,7,0,0,3,75,14,14,8,8,5,7,0,3,0,62,35,7,58,3,6,6,5,9,0,136,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,10,6,6,0,0,3,0,0,0,0,9,5,9,5,3,0,3,0,3,3,31,366,584,95,34,73,51,14,23,20,1250,0,8,0,0,0,0,0,0,0,8,4,43,0,0,3,0,0,0,0,53,27,69,0,0,9,3,0,0,5,116,3,3,0,0,0,0,0,0,0,6
POA6016,3,5,0,0,0,0,0,0,0,8,4,50,0,0,0,0,0,0,0,56,61,110,4,4,16,9,13,18,3,239,7,10,0,0,0,0,0,0,0,14,20,53,4,0,4,3,0,5,0,81,6,8,0,0,0,0,0,0,0,10,142,483,49,30,41,40,30,63,8,876,0,0,0,0,0,0,0,0,0,0,34,40,17,12,10,5,16,10,0,140,32,30,32,11,14,7,13,24,0,171,54,31,226,25,17,18,22,31,8,433,0,3,0,4,0,0,3,3,0,9,4,3,6,9,3,3,3,9,0,35,3,4,4,3,3,0,0,5,0,25,3,4,8,3,3,0,0,0,0,24,376,835,348,93,107,85,93,164,18,2126,0,4,0,0,4,0,0,0,0,13,3,39,0,0,0,0,0,0,0,46,27,127,3,12,20,8,0,9,3,215,3,9,0,0,5,0,0,0,0,19
POA6017,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,15,40,5,0,6,6,3,10,0,86,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3,38,121,29,20,24,21,22,34,8,311,0,0,0,0,0,0,0,0,0,0,5,5,10,4,3,3,0,5,0,46,7,17,18,12,3,8,10,20,0,96,20,11,124,16,16,6,24,20,3,236,0,0,3,3,0,4,0,3,0,13,0,3,4,4,0,0,0,4,0,18,4,4,4,3,0,0,0,3,0,20,3,0,0,0,3,0,3,8,0,23,96,222,202,66,67,52,65,96,10,877,0,3,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,4,6,31,0,5,11,3,0,3,0,60,0,3,0,0,0,0,0,0,0,3
POA6018,4,10,0,0,0,3,0,0,0,26,17,149,0,0,0,0,0,0,0,168,213,367,21,14,47,14,5,8,6,692,12,20,0,0,3,0,0,0,0,36,48,146,3,4,8,10,5,3,3,231,22,21,5,4,4,0,0,0,0,58,581,1421,129,101,175,101,43,65,20,2644,3,0,3,0,0,0,0,0,0,8,116,136,97,32,35,33,20,18,8,477,119,133,123,36,33,33,17,27,8,527,229,105,1112,77,75,89,107,132,30,1955,9,3,11,3,6,5,6,8,3,59,31,15,19,18,14,11,8,15,3,129,13,23,14,7,4,3,0,4,3,68,15,25,18,18,7,3,16,11,18,131,1420,2589,1554,312,411,309,231,285,99,7214,0,18,0,0,4,0,0,0,0,26,14,105,0,3,3,0,0,0,0,134,83,402,8,26,63,19,3,12,10,625,4,43,0,0,11,0,0,0,0,50
POA6019,3,9,0,0,0,0,0,0,0,12,22,74,0,3,0,0,0,0,3,102,119,215,14,14,18,14,3,3,9,417,6,18,3,0,0,0,0,0,0,26,32,80,4,3,7,4,0,3,3,130,11,16,0,4,3,4,0,0,0,35,385,848,98,99,99,83,38,54,17,1717,0,0,0,0,0,0,0,3,0,3,70,78,57,27,8,15,4,12,3,269,93,71,90,34,10,27,10,17,12,372,166,70,785,55,46,57,74,123,19,1385,4,4,6,4,4,3,3,7,0,35,12,14,17,10,3,13,4,6,3,90,17,9,8,6,0,3,4,5,0,61,12,24,12,15,4,4,7,3,0,85,953,1530,1092,274,212,220,149,247,63,4745,7,15,0,0,0,0,0,0,0,25,10,72,0,0,4,0,0,0,0,85,65,227,5,19,38,8,0,8,3,370,4,18,3,0,3,0,0,0,0,30
POA6020,4,10,0,3,0,0,0,0,0,13,17,75,0,0,3,0,0,0,0,96,116,160,11,7,23,5,0,5,6,335,4,12,0,0,0,0,0,0,0,19,26,45,3,4,11,3,4,0,3,101,10,14,0,5,0,0,0,0,3,28,352,736,52,47,87,45,25,22,23,1388,3,0,0,0,0,0,0,0,0,4,96,108,43,22,21,22,9,8,3,329,67,55,48,15,13,18,17,11,3,250,204,53,589,50,38,49,66,67,25,1148,3,3,10,5,3,3,3,3,0,34,15,10,13,6,3,15,5,3,0,71,13,13,6,0,0,0,3,7,0,45,20,28,5,0,0,8,0,7,13,79,944,1327,784,169,206,172,122,143,75,3947,0,16,0,0,0,0,0,0,0,17,5,39,0,0,0,0,0,0,0,46,37,177,3,0,29,5,0,0,3,254,3,18,0,0,3,0,0,0,0,28
POA6021,0,3,0,0,0,0,0,0,0,9,8,39,4,0,0,0,0,0,0,51,57,136,15,9,19,12,12,3,3,263,3,0,0,3,0,4,3,0,0,12,16,40,3,3,0,0,0,0,0,66,6,6,0,4,0,0,0,0,0,23,177,586,90,34,63,65,27,58,6,1108,0,0,5,0,0,0,0,0,0,3,54,49,44,13,13,11,17,15,5,223,63,47,75,20,26,17,37,28,10,321,140,35,691,36,52,51,116,104,22,1241,3,0,7,0,3,4,7,7,0,31,12,8,10,9,6,4,3,5,0,61,4,12,8,5,4,8,6,8,0,51,7,11,20,3,3,12,0,11,4,74,557,981,971,137,194,200,223,236,58,3546,0,9,0,0,4,0,0,0,0,6,8,34,0,0,3,0,0,0,0,39,19,130,8,10,21,15,0,9,3,217,0,9,0,0,0,0,0,0,0,14
POA6022,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,9,20,0,0,3,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,6,17,0,0,0,0,0,0,0,29,0,3,0,0,0,0,0,0,0,3,49,126,20,18,20,6,10,6,0,253,0,0,0,0,0,0,0,0,0,0,6,20,16,6,9,0,3,0,0,60,15,12,13,7,10,4,3,3,0,68,35,22,215,19,17,12,25,30,9,380,0,0,0,0,0,4,3,0,0,8,0,3,7,4,0,0,0,0,0,17,0,3,4,0,0,0,0,0,0,6,3,0,3,0,0,0,0,3,4,18,130,234,281,52,55,33,46,49,13,897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,22,0,3,3,0,0,0,0,32,0,3,0,0,0,0,0,0,0,0
POA6023,6,5,0,0,0,0,0,0,0,7,15,48,0,0,5,0,0,0,0,66,77,134,6,3,17,4,4,0,4,245,4,13,3,0,0,0,0,0,0,24,24,43,4,3,3,3,0,0,3,87,9,5,0,3,0,0,0,0,0,23,234,509,54,52,68,34,11,23,12,1001,0,0,0,0,0,0,0,0,0,0,59,60,32,22,20,19,9,6,4,223,55,48,29,17,20,23,7,9,4,215,122,52,490,41,42,35,64,62,11,914,0,0,3,7,0,0,0,3,0,16,12,9,4,6,4,3,6,4,0,44,3,11,0,0,4,0,0,3,0,29,7,11,10,3,0,7,3,5,0,44,622,949,641,159,175,116,96,123,49,2932,0,3,0,0,0,0,0,0,0,5,5,40,0,0,0,0,0,0,0,47,18,109,4,5,11,3,0,0,0,155,0,13,0,0,3,0,0,0,0,15
POA6024,0,3,0,0,0,0,0,0,0,3,7,22,0,0,0,0,0,0,0,28,24,67,9,3,7,0,0,4,0,109,0,3,0,0,0,0,0,0,0,5,14,27,0,0,7,0,0,0,0,52,6,5,0,3,3,0,0,0,0,17,110,329,39,22,42,19,12,17,14,612,0,0,0,0,0,0,0,0,0,3,27,41,34,17,14,9,10,10,0,160,32,44,50,18,18,10,14,10,0,192,98,59,572,35,39,41,79,94,27,1053,0,0,10,8,0,3,3,6,3,29,5,9,8,15,0,11,3,8,3,61,6,4,5,0,0,0,5,0,0,27,0,9,11,6,3,3,4,10,3,47,335,620,745,125,137,110,122,147,50,2391,0,8,0,0,3,0,0,0,0,10,0,20,0,0,0,0,0,0,0,23,15,61,3,8,23,4,0,0,0,121,0,4,0,0,0,0,0,0,0,7
POA6025,3,9,0,0,0,0,0,0,0,11,11,60,0,0,0,0,0,0,0,77,119,149,16,14,15,5,0,7,0,325,11,3,0,0,3,0,0,0,0,17,27,64,0,9,10,0,0,0,0,116,6,5,4,3,3,0,0,0,0,22,337,738,99,77,97,61,19,30,21,1484,0,0,0,0,0,0,0,3,0,3,98,126,79,26,25,13,17,19,6,409,98,88,116,31,25,19,18,14,5,409,264,119,1415,95,101,87,171,182,38,2470,0,9,15,3,0,10,0,11,3,53,19,19,26,16,6,6,13,19,3,125,17,28,13,4,0,4,3,8,0,70,14,21,28,9,5,0,17,18,19,126,1018,1424,1800,296,297,218,265,310,91,5718,0,15,0,0,0,0,0,0,0,21,7,52,0,0,4,3,0,3,0,70,31,158,6,12,22,3,0,3,3,242,0,16,0,0,3,0,0,0,0,16
POA6026,0,0,0,0,0,0,0,0,0,3,4,40,0,0,0,0,0,0,0,54,60,118,7,6,12,3,3,3,3,215,0,3,4,0,0,0,0,0,0,15,20,62,5,3,11,4,0,0,3,109,8,12,3,6,3,0,0,0,0,32,229,596,66,56,74,47,19,32,13,1132,0,0,5,0,0,0,0,0,0,3,74,99,68,24,28,20,17,8,4,344,77,83,75,23,25,17,15,14,3,334,209,80,900,68,85,69,115,139,29,1689,3,3,5,4,3,9,0,11,0,36,19,6,7,13,3,3,6,9,0,67,4,19,4,3,4,0,0,3,0,45,7,9,10,3,3,8,7,7,0,56,723,1130,1164,210,248,182,191,223,52,4131,0,11,0,0,4,0,0,0,0,14,3,21,0,4,0,0,0,0,0,30,28,110,3,9,13,7,0,0,3,166,3,10,0,0,0,3,0,0,0,15
POA6027,0,3,0,3,0,0,0,0,0,11,11,64,0,0,0,3,0,0,0,83,103,195,20,14,25,4,9,13,0,387,8,12,0,0,0,0,0,0,4,19,20,76,10,8,10,8,0,0,0,132,22,24,3,6,4,0,0,0,0,58,375,869,145,103,108,91,46,62,28,1826,0,0,6,0,0,0,3,0,0,13,128,147,101,38,29,29,19,32,12,542,119,146,171,62,46,36,22,34,9,650,360,181,1997,155,132,135,254,303,63,3577,3,4,19,16,13,22,5,23,4,112,31,18,36,28,17,14,13,22,4,179,17,23,22,6,3,7,3,12,3,106,21,26,40,8,11,15,15,23,16,174,1222,1786,2571,442,403,370,397,534,137,7863,0,17,0,0,0,0,0,0,0,22,9,60,4,0,3,3,0,0,0,81,54,198,4,27,23,15,0,8,0,329,4,27,0,5,0,0,0,0,0,37
POA6028,0,7,0,0,0,0,0,0,0,9,8,34,0,0,3,0,0,0,0,42,91,125,3,3,15,8,0,0,3,254,3,12,0,0,0,0,0,0,0,18,18,47,3,4,3,3,0,0,0,88,15,7,0,4,0,3,0,0,0,30,238,451,70,42,78,46,27,25,13,981,0,0,0,0,0,0,0,0,0,3,92,102,72,40,32,17,10,8,13,379,85,79,76,38,26,26,18,14,5,371,252,98,1107,96,79,61,140,141,49,2015,5,0,8,4,9,10,4,13,3,58,18,6,13,6,4,11,11,12,0,92,15,21,7,9,3,3,3,10,3,82,10,11,14,7,3,3,5,7,6,77,850,1011,1387,250,256,197,221,232,99,4493,3,6,0,0,0,0,0,0,0,14,0,29,0,0,3,0,0,0,0,33,20,109,4,6,17,13,0,4,3,174,3,12,0,0,0,0,0,0,0,17
POA6029,0,0,0,0,0,0,0,0,0,3,3,13,0,0,0,0,0,0,0,16,17,25,0,3,0,0,0,3,0,48,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,14,0,3,0,0,0,0,0,0,0,3,54,122,8,5,6,6,0,0,3,212,0,0,0,0,0,0,0,0,0,0,9,13,4,3,0,6,3,3,0,40,7,9,6,3,0,3,0,0,0,38,26,8,91,6,4,9,4,9,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,6,131,199,118,29,16,28,11,14,9,553,0,5,0,0,0,0,0,0,0,3,3,13,0,0,0,0,0,0,0,11,13,26,0,0,3,0,0,0,0,44,0,0,0,0,0,0,0,0,0,5
POA6030,3,9,0,0,0,0,0,0,0,10,12,35,0,0,0,0,0,0,0,45,53,110,9,6,17,6,10,6,3,222,3,5,0,0,3,0,0,0,0,13,16,58,3,11,0,8,0,0,0,93,8,4,4,3,0,0,0,0,0,24,206,449,84,69,63,38,38,49,11,1002,3,0,0,0,3,0,0,0,0,9,102,103,81,44,31,14,22,22,0,421,100,78,122,50,53,41,31,28,13,523,300,102,1900,136,129,118,264,317,68,3326,10,11,19,7,8,12,14,19,0,101,20,17,28,21,12,6,23,33,5,165,9,14,21,4,5,5,7,9,0,78,18,15,44,15,5,13,36,33,14,185,860,993,2314,362,339,264,447,525,127,6234,3,13,0,0,0,0,0,0,0,17,7,15,0,0,0,0,0,0,0,24,23,117,7,15,27,10,0,5,3,212,0,7,0,0,3,0,0,0,0,9
POA6031,0,3,0,0,0,0,0,0,0,3,5,12,0,3,0,0,0,0,0,20,33,45,9,0,11,0,13,3,0,112,0,3,0,0,0,0,0,0,0,3,6,18,4,3,3,0,0,0,0,39,7,3,3,0,0,0,0,0,0,15,77,200,52,24,32,34,23,26,7,472,0,0,4,0,0,0,0,0,0,9,32,43,43,20,15,8,19,9,3,197,38,37,56,35,32,18,17,11,5,251,128,53,868,68,66,48,117,142,18,1505,7,3,3,4,6,4,4,10,0,42,9,7,29,7,4,6,10,12,0,84,3,14,18,4,3,0,0,4,0,51,9,8,21,3,4,0,11,12,10,69,354,451,1096,180,179,114,229,215,47,2870,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,5,10,56,3,7,13,3,0,3,0,98,0,3,0,0,0,4,0,0,0,11
POA6032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,11,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,11,0,3,0,0,3,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
POA6033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6,3,17,0,0,0,4,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,5,19,9,19,3,0,0,3,4,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,19,4,4,4,0,3,3,0,40,0,0,0,0,0,0,0,0,0,0,7,3,10,0,0,0,0,0,0,24,3,0,3,11,0,3,3,0,0,21,10,3,118,11,5,10,23,14,0,189,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,9,0,0,3,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,8,23,36,141,30,14,22,25,24,0,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
POA6035,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,9,13,0,0,0,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,29,55,9,8,13,3,3,6,4,130,0,0,0,0,0,0,0,0,0,3,15,18,16,15,0,6,6,3,0,73,22,25,21,15,3,6,7,12,0,110,70,25,454,28,19,23,85,86,6,796,0,0,8,3,0,3,10,5,0,29,0,3,10,0,0,0,13,4,0,37,0,0,5,3,0,0,0,3,0,15,0,0,8,0,0,3,10,5,3,36,147,151,534,79,42,52,127,132,17,1269,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,15,0,0,0,0,0,4,0,24,0,0,0,0,0,0,0,0,0,0
POA6036,0,0,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,14,16,26,4,4,8,4,4,3,0,71,0,0,0,0,0,0,0,0,0,3,0,16,0,0,0,0,0,0,0,26,7,7,0,0,0,0,0,0,0,13,74,165,25,25,25,15,26,16,8,383,0,0,0,0,0,0,0,0,0,0,45,36,42,21,9,14,6,6,3,180,37,42,56,25,12,6,12,7,0,198,116,51,783,55,53,37,126,115,15,1341,4,0,0,4,0,3,17,13,0,49,9,5,15,5,8,3,10,11,0,60,5,3,9,0,3,0,0,9,3,40,10,8,16,4,6,10,13,14,3,81,331,371,948,151,125,99,206,195,30,2460,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,6,7,33,3,16,8,0,0,3,0,66,0,6,0,0,0,0,0,0,0,6
POA6037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,15,3,0,0,3,0,3,0,30,0,0,0,0,0,0,0,0,0,0,3,3,3,3,4,0,3,3,0,28,5,3,9,0,0,0,0,0,0,20,12,12,151,8,7,9,40,33,7,281,0,0,0,0,0,0,4,4,0,10,0,3,3,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,3,3,3,17,31,34,179,16,10,13,57,57,10,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3
