POA_CODE_2016,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
POA6164,0,0,0,3,3,0,0,0,0,72,3,78,0,0,0,0,0,0,0,3,0,32,0,34,0,0,0,0,0,0,0,3,0,13,0,22,0,0,0,0,0,0,0,7,0,14,0,23,0,4,0,0,0,3,0,12,0,85,0,107,0,8,0,3,0,11,0,25,3,54,0,100,6,21,0,4,0,30,3,45,5,259,3,372,4,22,0,11,0,42,0,33,4,99,3,229,15,23,0,42,0,68,3,42,5,120,0,310,36,32,5,93,6,86,4,33,6,55,0,349,53,13,3,78,3,67,0,11,0,15,0,243,76,15,0,95,6,62,4,11,8,20,3,299,361,29,0,162,17,103,6,17,6,26,0,723,362,5,3,133,19,34,9,7,4,11,0,589,249,9,0,57,14,24,0,3,0,0,0,349,164,5,0,24,9,31,0,3,0,11,0,238,174,7,8,43,7,29,3,5
POA6165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6166,0,0,0,0,0,0,0,0,0,12,0,14,0,0,0,0,0,4,0,3,0,7,0,10,0,0,0,0,0,0,0,4,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,46,0,48,0,0,0,0,0,3,0,5,0,12,0,19,0,0,0,0,0,0,0,9,0,102,0,118,0,3,0,5,0,3,0,10,3,49,0,76,0,5,3,3,0,5,4,15,0,44,0,80,3,12,0,4,0,13,0,8,0,22,0,62,7,0,0,14,0,9,0,3,0,3,0,41,8,3,0,10,0,15,0,3,0,14,0,56,37,7,0,29,4,10,6,3,0,8,0,104,42,0,0,29,3,10,0,0,0,10,0,96,35,3,0,7,3,3,0,3,0,3,0,62,22,0,0,3,3,11,0,0,0,0,0,48,48,0,3,16,8,3,0,3
POA6167,0,0,0,0,0,0,0,0,0,32,0,31,0,0,0,0,0,0,0,3,0,14,0,16,0,0,0,0,0,0,0,3,0,15,0,17,0,0,0,0,0,0,0,4,0,8,0,18,0,3,0,4,0,0,0,10,3,88,0,115,0,3,0,0,0,5,0,16,0,24,0,45,0,7,0,3,0,18,0,28,0,225,3,292,0,8,0,9,0,29,0,29,0,66,0,153,14,9,0,20,0,50,3,21,4,63,3,184,25,9,0,38,6,25,3,13,7,37,3,163,20,7,4,39,3,38,0,3,3,12,0,134,44,8,0,31,9,24,0,4,0,7,0,132,153,9,3,63,12,49,5,3,3,9,0,304,110,0,0,46,10,13,0,0,0,4,0,189,76,3,0,16,7,0,0,0,0,0,0,103,23,3,0,5,3,11,0,0,0,0,0,44,37,0,0,6,3,6,0,0
POA6168,0,3,0,0,0,0,0,0,0,28,0,37,0,0,0,0,0,0,0,0,0,26,0,25,0,0,0,0,0,0,0,4,0,16,0,22,0,0,0,0,0,0,0,0,0,12,0,9,0,0,0,0,0,0,0,12,0,130,3,149,0,7,0,0,0,3,0,15,0,38,3,72,0,4,0,3,0,5,0,41,3,398,3,463,5,12,0,3,0,38,3,38,0,132,4,233,4,14,0,23,0,46,0,21,3,127,3,241,10,13,0,40,3,34,0,9,3,77,4,193,22,9,0,41,4,30,6,9,0,23,0,150,28,5,0,40,0,23,0,8,7,26,0,133,101,16,5,73,4,52,0,11,6,25,0,298,58,7,0,44,4,6,3,10,0,5,0,146,52,5,0,25,8,10,0,3,0,0,0,96,36,0,0,3,4,16,0,0,3,5,0,71,38,0,0,15,5,7,0,0
POA6169,0,0,0,0,0,0,0,0,0,48,0,50,0,0,0,0,0,0,0,5,0,21,0,24,0,0,0,0,0,6,0,8,0,32,0,43,0,0,0,0,0,0,0,8,0,13,0,21,0,0,0,0,0,0,0,11,0,143,0,160,0,0,0,0,0,9,0,26,3,47,0,87,3,7,0,0,0,12,0,33,3,460,7,534,0,9,0,9,8,34,0,39,3,194,3,296,3,23,0,28,5,55,0,43,10,147,0,324,24,15,3,48,0,54,0,18,0,110,3,279,27,15,3,54,4,46,0,16,4,38,0,207,39,10,0,44,0,50,6,17,7,28,0,193,128,10,3,99,6,90,3,11,10,28,3,386,122,8,4,87,17,23,4,10,0,10,0,279,86,4,3,38,6,11,4,5,0,11,0,162,55,3,0,15,3,31,0,0,4,5,3,113,64,6,6,30,11,14,3,8
POA6170,0,0,0,0,0,0,0,0,0,15,0,21,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,3,0,3,0,8,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,6,0,17,3,24,0,0,0,0,0,6,0,3,0,4,0,17,0,4,0,0,0,9,3,6,0,46,0,69,0,3,0,7,0,19,0,7,0,18,0,49,3,8,0,7,0,22,3,8,5,24,0,77,17,6,0,14,0,19,0,4,0,12,0,70,25,5,4,25,0,23,0,3,0,4,0,95,35,0,0,25,4,5,3,0,0,0,0,81,122,8,3,42,4,15,0,0,0,8,3,205,90,0,3,30,5,5,0,4,0,0,0,141,41,0,0,14,0,3,0,0,0,4,0,61,21,0,3,0,4,4,0,0,0,3,0,43,31,0,0,6,3,4,3,3
POA6171,0,0,0,0,0,0,0,0,0,36,0,40,0,0,0,0,0,0,0,3,0,15,0,24,0,0,0,0,0,0,0,3,0,5,0,8,0,0,0,0,0,0,0,3,0,5,0,15,0,0,0,0,0,0,0,10,0,47,0,62,0,0,0,0,0,0,0,12,0,23,0,36,0,3,0,0,0,9,0,10,0,221,0,247,4,0,0,0,0,25,3,11,0,86,0,144,7,11,0,14,0,49,3,15,3,79,0,183,16,17,0,51,5,36,0,12,0,36,0,174,38,3,3,45,0,31,0,8,0,13,0,145,52,3,0,33,3,31,0,8,0,11,0,152,222,10,7,87,5,73,4,5,4,12,0,425,192,3,8,61,16,15,6,4,3,8,0,310,126,7,0,29,0,8,4,0,0,4,0,179,65,0,0,6,9,14,3,0,0,3,0,105,85,0,0,17,9,15,3,0
POA6172,0,0,0,0,0,0,0,0,0,9,0,11,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,27,0,26,0,0,0,0,0,3,0,9,0,13,0,31,0,0,0,0,0,4,0,11,0,86,0,104,0,0,0,3,0,11,0,11,3,43,0,69,4,8,0,13,0,21,0,3,4,38,3,87,9,3,0,12,0,13,0,10,0,31,0,85,6,0,0,21,3,15,0,3,0,8,0,57,13,5,0,9,0,17,0,0,0,0,0,55,56,0,3,29,8,13,3,3,3,11,0,130,51,0,0,28,0,6,3,0,0,4,0,88,37,0,0,9,3,6,0,0,0,0,0,63,18,0,0,0,0,10,0,0,0,0,0,32,25,0,0,7,0,4,0,0
POA6173,0,0,0,0,0,3,0,0,0,15,0,13,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,14,0,14,0,0,0,0,0,0,0,3,0,5,0,6,0,0,0,0,0,0,0,5,0,38,0,53,0,0,0,0,0,4,0,6,0,27,0,44,0,3,0,5,0,10,0,12,0,23,0,53,5,0,0,10,0,11,0,6,0,20,0,53,8,0,0,5,0,7,0,6,0,4,0,34,6,0,0,10,3,8,0,3,3,5,0,39,31,3,0,25,0,16,0,0,3,3,0,86,46,3,0,20,0,4,0,0,0,0,0,82,31,0,0,8,4,3,0,0,0,0,0,54,25,0,0,3,0,10,0,0,0,0,0,42,40,3,0,10,8,10,0,0
POA6174,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,10,0,0,0,0,0,0,0,3,0,3,0,5,0,0,0,0,0,0,0,0,0,23,0,24,0,3,0,0,0,3,0,3,0,5,0,10,0,7,0,0,0,0,0,0,0,7,0,15,0,3,0,8,0,5,0,0,0,3,0,21,3,3,0,4,0,3,0,0,0,3,0,19,9,0,0,9,0,6,0,0,0,0,0,25,17,0,0,11,0,10,0,0,0,0,0,42,9,0,0,7,0,0,0,0,0,0,0,19,15,0,0,0,0,0,0,0,0,0,0,16,3,0,0,0,0,3,0,0,0,0,0,7,7,0,0,3,0,0,0,0
POA6175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,13,0,16,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,23,0,23,0,0,0,0,0,0,0,5,0,6,0,15,0,0,0,0,0,3,0,0,0,19,0,24,4,3,0,0,0,12,0,0,0,7,0,28,0,0,0,10,0,4,0,0,0,4,0,16,0,0,0,3,0,5,0,0,0,4,0,16,12,3,0,9,0,13,0,0,0,0,0,38,9,0,0,8,0,0,0,0,0,3,0,24,15,0,0,3,0,0,0,0,0,0,0,19,9,0,0,0,0,9,0,0,3,0,0,21,9,0,0,0,0,0,0,0
POA6176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,6,0,5,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,3,0,0,0,0,0,10,0,14,3,3,0,0,0,4,0,0,0,0,0,10,3,0,0,3,0,0,0,0,0,0,0,11,3,0,0,6,0,0,0,0,0,0,0,14,19,0,0,5,0,7,0,0,0,3,0,33,3,0,0,3,0,0,0,0,0,0,0,8,5,0,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6180,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,26,0,26,0,0,0,0,0,0,0,3,0,10,0,16,0,0,0,0,0,3,0,7,0,70,0,79,0,3,0,0,0,3,0,6,0,25,0,39,0,3,0,5,0,3,0,4,0,23,0,38,0,5,0,10,0,6,0,0,0,13,0,31,8,0,0,8,0,7,0,3,0,8,0,32,5,0,0,8,0,4,0,0,0,0,0,22,27,6,0,30,0,6,0,0,0,3,0,67,18,0,0,7,0,0,0,0,0,0,0,28,12,0,0,0,0,3,0,0,0,0,0,18,8,0,0,0,3,3,0,0,0,0,0,16,11,0,0,8,0,5,0,0
POA6181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,9,0,13,0,3,0,0,0,3,0,0,0,4,0,9,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,3,0,0,0,0,3,4,0,15,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,4,3,4,0,0,0,0,0,18,3,0,0,0,0,0,0,0,0,0,0,9,6,0,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
POA6208,0,0,0,0,0,0,0,0,0,18,0,24,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,5,0,12,0,18,0,0,0,0,0,0,0,0,0,8,0,8,0,4,0,0,0,0,0,6,3,63,0,82,0,0,0,0,0,0,0,7,0,26,0,40,0,4,0,0,0,3,0,21,0,239,0,275,3,7,0,6,0,8,0,18,0,95,3,144,4,7,0,8,0,13,0,13,0,102,0,148,11,10,0,11,0,20,0,13,3,60,4,130,8,3,0,8,3,11,0,3,0,18,0,63,11,0,3,18,0,9,0,6,0,16,0,63,33,8,0,38,0,22,3,7,7,19,0,131,37,0,0,29,0,13,3,3,0,8,0,99,29,0,0,15,0,3,0,0,0,3,0,54,12,0,0,8,0,12,0,3,0,0,0,38,25,3,0,12,3,0,4,3
POA6209,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,26,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,3,0,33,0,45,0,3,0,0,0,0,0,0,0,9,0,17,0,3,0,0,0,3,0,0,0,19,0,26,0,4,0,4,0,0,0,0,0,0,0,8,3,0,0,4,0,3,0,0,0,0,0,10,5,0,0,0,0,5,0,0,0,4,0,14,8,0,0,4,0,0,0,0,0,3,0,16,5,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0
POA6210,4,0,0,0,0,0,0,3,5,112,3,129,0,0,0,0,0,0,0,5,3,59,0,76,0,0,0,3,0,3,0,15,6,58,0,84,0,0,0,4,0,3,0,12,0,35,0,54,0,11,0,4,0,5,0,26,7,352,0,403,0,3,0,5,0,11,0,44,15,132,4,212,5,22,0,4,0,13,3,95,8,1360,11,1522,5,21,3,14,3,58,3,89,16,515,3,729,18,48,6,52,4,89,7,102,11,577,7,918,37,39,4,87,0,100,3,50,7,359,6,695,39,21,3,89,5,95,6,30,4,89,3,387,81,15,10,96,5,82,5,17,10,111,3,438,194,25,10,196,12,148,9,32,12,91,7,729,163,20,9,147,12,37,4,15,3,28,0,437,145,8,6,67,12,10,8,3,0,10,0,273,85,8,6,20,10,61,0,7,10,15,0,227,153,4,4,83,8,28,12,16
POA6211,0,0,0,0,0,0,0,0,0,11,0,14,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,5,0,9,0,13,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,3,0,30,0,40,0,0,0,0,0,3,0,11,0,19,0,34,0,5,0,0,0,6,0,9,0,156,0,186,0,3,0,0,0,5,0,11,0,49,0,76,0,9,0,10,0,14,0,9,0,69,0,105,11,3,3,4,0,8,0,9,0,23,0,68,5,5,0,6,0,11,0,0,0,9,0,40,3,3,0,9,0,5,0,3,6,9,0,41,23,0,0,16,0,20,0,3,3,4,0,68,15,3,4,14,7,5,3,3,3,3,0,59,25,3,0,4,0,4,0,0,0,6,0,41,12,0,0,3,0,5,0,0,0,0,0,19,17,0,5,12,0,10,0,0
POA6213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,3,0,0,0,9,3,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,3,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,5,3,0,0,6,0,3,0,0,0,0,0,15,4,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
POA6214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,3,0,4,0,10,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
POA6215,0,0,0,0,0,0,0,0,0,6,0,6,0,3,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,4,0,26,0,32,0,0,0,0,0,0,0,3,0,7,0,12,0,0,0,0,0,0,0,3,0,60,0,59,0,3,0,0,0,0,0,3,0,25,0,39,4,4,0,3,0,8,0,3,3,18,0,44,4,6,0,4,0,5,0,0,0,11,0,37,0,0,0,9,0,4,0,3,0,8,0,21,6,0,0,8,0,7,0,0,0,4,0,28,7,0,0,11,0,13,0,0,0,3,0,38,7,3,0,11,0,5,0,0,0,0,0,35,6,0,0,3,0,0,0,0,0,0,0,12,3,0,0,0,0,3,0,0,3,0,0,10,9,0,0,0,0,0,0,0
POA6218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6220,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,18,0,27,0,0,0,0,0,0,0,3,0,6,0,10,0,4,0,0,0,3,0,6,0,83,0,97,0,4,0,4,0,3,0,7,0,29,0,49,3,10,0,0,0,4,0,3,3,18,0,44,7,3,0,3,0,4,0,5,0,7,0,36,3,0,0,5,0,7,0,0,0,0,0,21,11,0,0,8,0,6,0,0,0,3,0,32,13,0,3,12,4,0,0,0,3,4,0,41,9,6,0,12,3,0,3,0,0,0,0,35,8,3,0,3,0,0,0,0,0,3,0,19,4,0,0,0,0,5,0,0,0,0,0,7,13,0,0,4,0,0,0,3
POA6221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
