POA_CODE_2016,A25_34_SOLSE_T_06_10,A25_34_SOLSE_T_11,A25_34_SOLSE_T_12,A25_34_SOLSE_T_13,A25_34_SOLSE_T_14,A25_34_SOLSE_T_15,A25_34_SOLSE_T_16,A25_34_SOLSE_T_YNS,A25_34_SOLSE_T_T,A25_34_L_PinE_NS_B00,A25_34_L_PinE_NS_00_05,A25_34_L_PinE_NS_06_10,A25_34_L_PinE_NS_11,A25_34_L_PinE_NS_12,A25_34_L_PinE_NS_13,A25_34_L_PinE_NS_14,A25_34_L_PinE_NS_15,A25_34_L_PinE_NS_16,A25_34_L_PinE_NS_YNS,A25_34_L_PinE_NS_T,A25_34_T_B00,A25_34_T_00_05,A25_34_T_06_10,A25_34_T_11,A25_34_T_12,A25_34_T_13,A25_34_T_14,A25_34_T_15,A25_34_T_16,A25_34_T_YNS,A25_34_T_T,A35_44_SEO_B00,A35_44_SEO_00_05,A35_44_SEO_06_10,A35_44_SEO_11,A35_44_SEO_12,A35_44_SEO_13,A35_44_SEO_14,A35_44_SEO_15,A35_44_SEO_16,A35_44_SEO_YNS,A35_44_SEO_T,A35_44_SOLSE_VWW_B00,A35_44_SOLSE_VWW_00_05,A35_44_SOLSE_VWW_06_10,A35_44_SOLSE_VWW_11,A35_44_SOLSE_VWW_12,A35_44_SOLSE_VWW_13,A35_44_SOLSE_VWW_14,A35_44_SOLSE_VWW_15,A35_44_SOLSE_VWW_16,A35_44_SOLSE_VWW_YNS,A35_44_SOLSE_VWW_T,A35_44_SOLSE_NWNAA_B00,A35_44_SOLSE_NWNAA_00_05,A35_44_SOLSE_NWNAA_06_10,A35_44_SOLSE_NWNAA_11,A35_44_SOLSE_NWNAA_12,A35_44_SOLSE_NWNAA_13,A35_44_SOLSE_NWNAA_14,A35_44_SOLSE_NWNAA_15,A35_44_SOLSE_NWNAA_16,A35_44_SOLSE_NWNAA_YNS,A35_44_SOLSE_NWNAA_T,A35_44_SOLSE_PinE_NS_B00,A35_44_SOLSE_PinE_NS_00_05,A35_44_SOLSE_PinE_NS_06_10,A35_44_SOLSE_PinE_NS_11,A35_44_SOLSE_PinE_NS_12,A35_44_SOLSE_PinE_NS_13,A35_44_SOLSE_PinE_NS_14,A35_44_SOLSE_PinE_NS_15,A35_44_SOLSE_PinE_NS_16,A35_44_SOLSE_PinE_NS_YNS,A35_44_SOLSE_PinE_NS_T,A35_44_SOLSE_T_B00,A35_44_SOLSE_T_00_05,A35_44_SOLSE_T_06_10,A35_44_SOLSE_T_11,A35_44_SOLSE_T_12,A35_44_SOLSE_T_13,A35_44_SOLSE_T_14,A35_44_SOLSE_T_15,A35_44_SOLSE_T_16,A35_44_SOLSE_T_YNS,A35_44_SOLSE_T_T,A35_44_L_PinE_NS_B00,A35_44_L_PinE_NS_00_05,A35_44_L_PinE_NS_06_10,A35_44_L_PinE_NS_11,A35_44_L_PinE_NS_12,A35_44_L_PinE_NS_13,A35_44_L_PinE_NS_14,A35_44_L_PinE_NS_15,A35_44_L_PinE_NS_16,A35_44_L_PinE_NS_YNS,A35_44_L_PinE_NS_T,A35_44_T_B00,A35_44_T_00_05,A35_44_T_06_10,A35_44_T_11,A35_44_T_12,A35_44_T_13,A35_44_T_14,A35_44_T_15,A35_44_T_16,A35_44_T_YNS,A35_44_T_T,A45_54_SEO_B00,A45_54_SEO_00_05,A45_54_SEO_06_10,A45_54_SEO_11,A45_54_SEO_12,A45_54_SEO_13,A45_54_SEO_14,A45_54_SEO_15,A45_54_SEO_16,A45_54_SEO_YNS,A45_54_SEO_T,A45_54_SOLSE_VWW_B00,A45_54_SOLSE_VWW_00_05,A45_54_SOLSE_VWW_06_10,A45_54_SOLSE_VWW_11,A45_54_SOLSE_VWW_12,A45_54_SOLSE_VWW_13,A45_54_SOLSE_VWW_14,A45_54_SOLSE_VWW_15,A45_54_SOLSE_VWW_16,A45_54_SOLSE_VWW_YNS,A45_54_SOLSE_VWW_T,A45_54_SOLSE_NWNAA_B00,A45_54_SOLSE_NWNAA_00_05,A45_54_SOLSE_NWNAA_06_10,A45_54_SOLSE_NWNAA_11,A45_54_SOLSE_NWNAA_12,A45_54_SOLSE_NWNAA_13,A45_54_SOLSE_NWNAA_14,A45_54_SOLSE_NWNAA_15,A45_54_SOLSE_NWNAA_16,A45_54_SOLSE_NWNAA_YNS,A45_54_SOLSE_NWNAA_T,A45_54_SOLSE_PinE_NS_B00,A45_54_SOLSE_PinE_NS_00_05,A45_54_SOLSE_PinE_NS_06_10,A45_54_SOLSE_PinE_NS_11,A45_54_SOLSE_PinE_NS_12,A45_54_SOLSE_PinE_NS_13,A45_54_SOLSE_PinE_NS_14,A45_54_SOLSE_PinE_NS_15,A45_54_SOLSE_PinE_NS_16,A45_54_SOLSE_PinE_NS_YNS,A45_54_SOLSE_PinE_NS_T,A45_54_SOLSE_T_B00,A45_54_SOLSE_T_00_05,A45_54_SOLSE_T_06_10,A45_54_SOLSE_T_11,A45_54_SOLSE_T_12,A45_54_SOLSE_T_13,A45_54_SOLSE_T_14,A45_54_SOLSE_T_15,A45_54_SOLSE_T_16,A45_54_SOLSE_T_YNS,A45_54_SOLSE_T_T,A45_54_L_PinE_NS_B00,A45_54_L_PinE_NS_00_05,A45_54_L_PinE_NS_06_10,A45_54_L_PinE_NS_11,A45_54_L_PinE_NS_12,A45_54_L_PinE_NS_13,A45_54_L_PinE_NS_14,A45_54_L_PinE_NS_15,A45_54_L_PinE_NS_16,A45_54_L_PinE_NS_YNS,A45_54_L_PinE_NS_T,A45_54_T_B00,A45_54_T_00_05,A45_54_T_06_10,A45_54_T_11,A45_54_T_12,A45_54_T_13,A45_54_T_14,A45_54_T_15,A45_54_T_16,A45_54_T_YNS,A45_54_T_T,A55_64_SEO_B00,A55_64_SEO_00_05,A55_64_SEO_06_10,A55_64_SEO_11,A55_64_SEO_12,A55_64_SEO_13,A55_64_SEO_14,A55_64_SEO_15,A55_64_SEO_16,A55_64_SEO_YNS,A55_64_SEO_T,A55_64_SOLSE_VWW_B00,A55_64_SOLSE_VWW_00_05,A55_64_SOLSE_VWW_06_10,A55_64_SOLSE_VWW_11
POA6012,59,10,21,25,53,57,8,3,266,0,0,0,0,0,0,0,0,0,0,0,70,31,103,31,52,50,62,70,23,3,506,86,39,53,10,18,10,3,9,0,3,243,31,43,41,7,5,19,15,14,3,0,179,3,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,3,34,47,39,7,5,17,15,17,3,0,187,0,0,0,0,0,0,0,0,0,0,0,118,87,96,20,21,34,23,21,3,3,429,185,62,59,8,3,3,6,5,3,7,347,64,21,11,8,0,3,6,0,0,3,119,0,3,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,64,24,11,8,0,3,3,0,3,3,127,0,0,0,0,0,0,0,0,0,0,0,254,86,71,17,7,6,13,9,4,12,472,245,22,7,3,0,6,0,0,3,8,293,76,0,3,0
POA6014,189,45,59,113,134,103,91,17,843,0,0,0,0,0,0,0,0,0,0,0,144,104,294,84,117,147,171,124,105,34,1308,293,87,103,15,31,19,10,20,11,14,594,99,106,155,29,47,51,78,56,30,9,672,9,0,3,3,4,0,4,5,0,3,26,0,0,0,0,0,0,0,0,0,0,0,105,104,160,32,47,53,82,63,30,13,700,0,0,0,0,0,0,0,0,0,0,3,396,190,268,46,80,76,94,84,41,25,1297,501,94,67,3,8,6,7,4,5,12,703,120,54,43,3,16,12,5,12,3,9,284,0,11,8,3,0,0,0,0,4,0,25,0,0,0,0,0,0,0,0,0,0,0,127,66,51,9,17,12,5,12,4,7,305,0,0,0,0,0,0,0,0,0,0,0,624,159,118,14,23,22,11,12,4,15,1015,462,31,35,4,9,0,3,3,0,3,551,142,13,10,0
POA6015,9,0,3,4,0,4,0,0,42,0,0,0,0,0,0,0,0,0,0,0,25,12,21,4,3,4,8,7,0,5,94,59,22,18,5,11,3,11,8,4,4,143,25,11,19,9,8,4,13,10,3,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,11,16,9,8,4,14,10,3,0,102,0,0,0,0,0,0,0,0,0,0,0,85,39,36,15,22,5,22,13,8,4,246,201,44,30,7,9,0,6,3,3,3,303,52,17,19,7,4,5,3,3,0,0,117,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,17,23,7,4,5,3,3,0,0,118,0,0,0,0,0,0,0,0,0,0,0,250,57,58,14,18,7,10,5,3,3,423,199,19,13,0,3,0,0,0,0,0,241,62,3,6,0
POA6016,148,37,44,64,94,93,79,15,636,0,0,0,0,0,0,0,0,0,0,4,117,45,222,68,79,83,125,96,79,17,942,174,55,52,11,6,3,3,4,0,8,317,49,44,91,14,31,26,32,15,12,0,311,0,5,0,3,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,52,44,93,13,30,28,32,15,12,3,322,0,0,0,0,0,0,0,0,0,0,0,225,99,141,26,40,30,37,19,10,14,642,232,39,23,4,0,0,0,0,0,4,302,83,15,16,3,0,3,3,6,0,3,137,8,6,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,92,20,16,3,0,3,3,6,6,3,159,0,0,0,0,0,0,0,0,0,0,0,321,61,40,7,3,3,3,7,6,3,460,193,4,8,0,0,0,0,0,0,3,212,91,6,0,0
POA6017,174,42,35,47,77,49,39,9,529,0,0,0,0,0,0,0,0,0,0,0,67,50,217,71,58,68,93,62,43,19,748,32,13,17,8,0,0,3,0,0,0,71,29,36,63,12,18,22,18,8,7,4,212,0,3,5,0,3,3,4,3,3,0,24,0,0,0,0,0,0,0,0,0,0,3,29,40,69,18,20,21,20,11,8,4,242,0,0,0,0,0,0,0,0,0,0,0,57,55,90,18,21,21,24,11,8,3,317,58,14,3,0,3,0,0,0,0,0,87,32,9,13,0,0,5,4,3,0,0,73,3,3,3,0,3,0,3,0,5,3,22,0,0,0,0,0,0,0,0,0,0,0,35,13,20,0,3,5,7,3,5,7,98,0,0,0,0,0,0,0,0,0,0,0,96,28,23,3,4,11,7,3,5,5,182,79,5,3,0,0,0,0,0,0,0,87,50,4,0,0
POA6018,248,65,77,74,69,77,30,26,917,0,0,0,0,0,0,0,0,0,0,0,434,248,586,221,275,199,149,139,46,57,2361,535,161,197,42,60,29,25,18,6,25,1108,236,186,272,78,63,46,36,40,11,13,980,10,9,16,3,7,11,8,6,6,6,73,0,0,0,0,0,0,0,0,0,0,3,242,195,287,82,64,58,46,46,17,16,1051,0,0,0,0,0,0,0,0,0,0,0,783,355,489,124,126,89,68,66,20,45,2160,842,162,116,22,19,14,6,12,8,19,1233,294,114,123,20,16,17,4,12,4,10,616,20,7,13,4,3,0,6,3,0,3,60,0,0,0,0,0,0,0,0,0,0,0,316,122,134,22,19,17,12,17,4,12,681,0,0,0,0,0,0,0,0,0,0,0,1161,283,251,45,42,31,23,32,7,38,1910,809,92,33,3,7,6,0,3,0,16,978,292,41,30,7
POA6019,165,46,48,72,75,103,34,16,650,0,0,0,0,0,0,0,0,0,3,5,269,110,416,209,229,185,152,164,58,56,1862,340,125,183,46,43,29,17,16,6,23,813,86,90,169,26,34,27,21,25,9,13,491,0,3,10,0,0,3,3,4,4,3,31,0,0,0,0,0,0,0,0,0,0,3,82,90,176,26,34,27,22,23,9,14,517,0,0,0,0,0,0,0,0,0,0,0,423,221,355,72,80,55,35,39,19,36,1336,449,95,118,14,22,5,9,8,4,10,740,122,47,53,6,12,11,3,3,9,4,266,9,3,0,0,0,0,0,0,0,0,18,0,5,0,0,0,0,0,0,0,0,5,126,47,50,6,12,9,5,8,9,4,287,3,0,0,0,0,0,0,0,0,0,3,577,147,174,19,39,16,14,12,9,19,1024,508,41,28,9,9,5,3,7,0,12,619,104,12,6,0
POA6020,20,8,12,11,13,13,4,3,142,0,0,0,0,0,0,0,0,0,0,0,144,60,97,51,37,31,24,25,10,13,497,271,96,128,17,36,23,13,7,16,17,612,63,53,70,6,16,18,6,5,4,3,244,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,62,52,70,6,16,15,6,9,4,3,254,0,0,0,0,0,0,0,0,0,0,0,332,148,200,22,53,39,20,15,20,16,864,550,156,118,12,26,22,6,7,5,14,917,130,35,46,0,6,0,0,0,0,3,218,3,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,133,37,54,0,6,3,0,0,0,3,229,0,0,0,0,0,0,0,0,0,0,0,686,196,169,16,33,23,6,11,5,22,1152,773,69,24,3,0,3,0,3,0,12,890,173,26,10,0
POA6021,294,52,71,68,80,75,37,32,974,0,0,0,0,0,0,0,0,0,0,0,256,158,414,126,149,129,97,90,47,46,1523,195,61,75,16,16,15,4,3,0,3,392,212,121,187,37,29,21,27,17,12,16,675,10,9,11,0,4,0,0,3,0,6,46,0,0,0,0,0,0,0,0,0,0,3,217,131,205,36,32,26,27,19,12,23,723,0,0,0,0,0,0,0,0,0,0,0,417,193,282,51,54,36,33,20,12,22,1115,318,48,46,7,4,0,3,0,0,6,426,275,81,83,6,14,4,4,0,0,10,477,30,9,10,3,3,0,8,12,7,5,95,0,0,0,0,0,0,0,0,0,3,0,310,84,90,16,14,10,10,13,9,13,574,0,0,0,0,0,0,0,0,0,0,0,629,131,134,18,20,11,14,16,9,25,1003,337,18,12,0,3,0,0,0,0,9,381,423,33,16,3
POA6022,24,3,4,12,7,10,6,3,85,0,0,0,0,0,0,0,0,0,0,3,55,18,55,16,21,22,15,10,5,7,216,64,18,30,3,10,8,0,0,3,0,134,25,9,27,3,14,9,5,0,0,4,97,0,3,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,28,14,28,7,16,9,5,0,6,4,104,0,0,0,0,0,0,0,0,0,0,0,86,30,62,12,23,14,8,0,4,6,236,106,16,12,5,0,0,0,0,0,3,146,39,4,9,0,0,3,0,0,0,3,65,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,41,5,11,0,0,5,0,0,5,3,71,0,0,0,0,0,0,0,0,0,0,0,146,21,23,5,0,5,0,0,5,5,217,125,4,9,0,0,0,0,0,0,3,134,51,0,3,0
POA6023,40,14,10,15,10,3,5,3,141,0,0,0,0,0,0,0,0,0,0,0,122,48,89,29,35,28,19,9,7,14,390,242,99,124,22,29,27,14,16,12,13,595,50,41,77,17,13,7,6,8,0,0,225,3,0,5,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,51,41,84,17,20,13,4,8,0,0,238,0,0,0,0,0,0,0,0,0,0,0,293,142,203,41,49,41,21,20,12,16,831,399,153,145,15,18,21,12,5,7,14,787,92,34,48,0,11,0,0,0,3,0,195,3,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,101,34,47,3,10,0,4,0,3,0,206,0,0,0,0,0,0,0,0,0,0,0,503,190,191,20,31,17,15,5,6,20,989,550,42,20,3,4,0,0,0,0,8,622,158,9,15,0
POA6024,61,19,14,18,20,7,13,3,200,0,0,0,0,0,0,0,0,0,0,0,133,61,140,43,48,38,31,20,18,9,542,182,68,78,14,25,14,3,0,3,8,402,50,41,72,11,23,9,6,7,4,3,214,0,0,6,0,3,0,3,0,0,0,13,0,3,0,0,0,0,0,0,0,0,3,48,43,74,13,20,9,7,7,4,3,235,0,0,0,0,0,0,0,0,0,0,0,231,112,152,30,48,17,18,11,9,8,633,313,79,64,13,16,9,0,4,3,10,506,82,29,27,4,9,3,4,0,0,0,156,10,8,4,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,92,31,32,9,9,3,6,0,0,6,178,0,0,0,0,0,0,0,0,0,3,3,406,113,95,16,23,7,7,3,3,13,689,385,22,16,5,0,5,0,0,0,5,436,113,13,6,0
POA6025,98,22,27,21,14,18,10,7,322,0,0,0,0,0,0,0,0,0,0,0,326,140,305,97,117,72,53,33,25,32,1202,438,172,254,61,85,58,49,33,25,30,1204,108,92,112,32,30,16,16,7,3,11,417,4,0,7,0,3,0,5,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,110,97,119,28,31,16,20,7,3,11,437,0,0,0,0,0,0,0,0,0,0,0,548,269,367,97,120,76,72,36,26,39,1642,953,268,231,26,34,18,23,17,12,17,1595,194,67,72,3,13,3,13,0,0,9,371,14,0,4,0,0,0,0,3,0,0,31,0,0,0,0,0,0,0,0,0,0,0,212,66,79,3,13,3,14,3,0,7,396,0,0,0,0,0,0,0,0,0,0,3,1162,340,307,32,48,29,30,17,7,26,1996,1250,89,84,14,3,5,4,3,6,18,1476,304,40,20,0
POA6026,58,13,10,14,15,6,0,3,177,0,0,0,0,0,0,0,0,0,0,0,170,76,136,41,39,34,34,15,8,14,574,345,137,195,52,67,46,25,14,3,14,899,60,63,102,18,27,25,14,13,0,0,318,4,0,7,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,61,69,109,21,27,25,14,11,0,0,333,0,0,0,0,0,0,0,0,0,0,0,406,204,304,70,90,67,38,26,4,16,1231,691,227,232,45,32,25,12,13,3,14,1287,104,51,62,11,10,3,3,0,0,3,244,3,3,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,114,55,58,11,10,3,6,0,0,3,258,0,0,0,0,0,0,0,0,0,0,0,805,283,288,50,48,23,12,13,3,23,1547,964,65,43,3,5,0,0,5,0,12,1100,182,16,15,0
POA6027,238,49,69,83,112,84,52,26,864,0,0,0,0,0,0,0,0,0,0,0,556,228,536,143,187,159,178,137,92,65,2278,712,280,424,94,124,92,58,38,16,25,1857,123,98,206,40,44,42,35,40,15,23,671,3,7,10,3,5,3,3,8,0,0,48,0,0,3,0,0,0,0,0,0,0,4,125,104,222,42,48,46,40,47,22,28,720,0,0,0,0,0,0,0,0,0,0,3,834,380,651,141,174,134,98,81,32,49,2583,1461,492,484,67,67,41,27,13,10,41,2707,280,98,107,15,21,20,10,5,0,3,574,21,7,7,3,5,0,5,0,0,0,50,0,0,0,0,0,0,0,0,0,0,4,302,111,115,14,24,17,18,7,0,3,628,3,0,0,0,0,0,0,0,0,0,3,1765,598,603,79,96,64,41,24,10,44,3338,2063,180,111,14,13,13,7,3,6,31,2435,364,42,28,0
POA6028,82,20,23,11,18,13,14,8,277,0,0,0,0,0,0,0,0,0,0,4,313,153,206,73,75,52,46,31,20,22,993,462,165,353,104,98,91,47,31,22,19,1398,90,74,137,49,36,22,14,25,3,5,450,0,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,93,78,142,47,43,28,14,21,3,5,465,0,0,0,0,0,0,0,0,0,0,0,556,238,494,155,143,118,62,56,24,22,1861,1052,471,521,111,77,46,22,14,15,19,2346,200,97,128,15,15,15,10,10,4,0,485,12,0,3,0,0,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,208,97,133,15,15,20,10,10,3,0,502,0,0,0,0,0,0,0,0,0,0,5,1263,573,653,125,90,65,23,23,15,17,2853,1074,171,108,23,7,0,4,9,0,10,1406,188,52,30,3
POA6029,3,0,0,0,8,4,0,3,23,0,0,0,0,0,0,0,0,0,0,0,18,8,14,3,4,8,19,8,0,3,87,38,15,16,3,3,0,3,0,0,0,75,11,7,5,0,0,3,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,11,7,5,0,0,3,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,45,23,22,3,6,3,3,0,0,0,107,66,9,5,0,0,0,0,0,0,3,92,13,5,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,3,0,0,0,0,0,4,0,0,29,0,0,0,0,0,0,0,0,0,0,0,84,17,7,0,0,0,0,4,0,3,119,95,0,3,0,0,0,0,0,0,0,99,13,0,0,0
POA6030,281,41,70,69,57,52,30,26,871,0,0,0,0,0,0,0,0,0,0,0,574,336,641,141,189,136,105,92,62,56,2329,647,280,544,115,133,77,58,38,19,48,1959,167,161,300,67,81,54,35,25,13,10,918,12,21,15,7,0,0,7,0,0,3,72,0,3,3,0,0,0,0,0,0,0,8,184,185,325,75,88,54,40,31,13,14,1002,0,0,0,0,0,0,0,0,0,0,0,828,465,865,181,223,129,100,66,34,63,2959,1230,510,756,102,103,46,20,15,8,33,2827,235,145,188,34,44,15,5,4,3,5,689,23,22,18,3,4,3,0,5,3,10,83,0,3,3,0,0,3,0,0,0,0,14,255,169,210,38,48,21,6,9,5,14,782,3,0,0,0,0,0,0,0,0,0,10,1493,685,965,136,158,70,25,25,14,46,3616,1055,173,162,23,26,18,9,11,0,27,1511,260,43,68,0
POA6031,204,37,41,34,29,29,19,18,553,0,0,0,0,0,0,0,0,0,0,0,313,212,403,89,96,86,53,44,31,36,1371,283,134,294,49,68,32,27,14,3,25,924,63,92,240,51,44,19,21,12,5,4,563,0,5,12,3,0,0,5,0,0,0,36,0,0,0,0,0,0,0,0,0,0,5,68,105,253,58,44,19,23,18,7,10,600,0,0,0,0,0,0,0,0,0,0,0,351,242,546,102,111,51,50,31,13,38,1523,384,188,314,43,50,28,13,3,0,16,1023,69,59,111,23,9,8,3,0,0,3,295,4,10,10,3,0,4,0,0,0,0,37,0,0,3,0,0,0,0,0,0,0,4,72,75,122,25,10,13,4,0,0,6,335,0,0,0,0,0,0,0,0,0,0,0,455,263,438,71,60,37,19,3,0,21,1357,357,76,71,9,15,11,3,0,4,4,552,58,29,18,3
POA6032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,4,0,0,0,0,0,0,0,7,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,13,5,0,0,0,0,0,0,0,0,3,11,0,0,0,0
POA6033,0,3,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,3,13,7,0,0,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,16,22,5,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,26,5,0,0,0,0,0,0,0,0,29,16,0,0,0,0,0,0,0,0,0,14,3,0,0,0
POA6034,20,0,3,3,3,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,48,36,66,15,21,6,8,12,0,9,218,20,14,26,16,12,4,8,0,0,4,100,0,3,5,4,0,8,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,4,0,8,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,20,15,32,22,12,14,10,0,0,4,126,20,14,26,4,4,3,0,0,0,0,82,0,0,10,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,19,16,37,4,4,5,0,0,0,0,94,24,3,5,0,0,0,0,0,0,0,39,0,0,0,0
POA6035,44,12,9,8,5,7,13,7,120,0,0,0,0,0,0,0,0,0,0,0,115,63,142,34,53,26,22,21,15,15,501,155,59,159,42,49,23,5,5,4,19,526,12,11,46,9,10,14,0,9,0,0,105,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,11,46,9,9,14,0,9,3,0,110,0,0,0,0,0,0,0,0,0,0,3,164,72,205,51,57,37,5,11,8,19,635,215,82,162,23,29,6,3,3,4,23,544,17,16,28,0,6,6,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,28,0,6,6,0,0,0,3,70,0,0,0,0,0,0,0,0,0,0,4,227,99,189,29,28,14,3,3,4,24,620,217,23,39,6,6,0,0,0,5,12,317,25,3,9,4
POA6036,117,17,27,37,20,14,10,6,350,0,0,0,0,0,0,0,0,0,0,4,254,176,314,83,91,82,47,58,22,31,1159,258,134,350,68,87,31,41,17,12,23,1014,47,78,123,23,27,23,7,12,6,8,348,3,0,8,0,0,4,0,0,3,0,19,0,0,4,0,0,0,0,0,0,0,9,50,78,137,23,27,23,5,9,7,8,377,3,0,0,0,0,0,0,0,0,0,6,309,215,486,91,112,59,50,31,16,27,1395,353,195,370,56,68,33,15,15,0,16,1134,38,48,96,20,9,3,6,3,0,0,235,6,3,7,3,0,0,0,3,0,0,22,0,0,0,0,0,0,0,0,0,0,3,48,57,102,24,8,3,9,7,0,0,255,0,0,0,0,0,0,0,0,0,0,0,396,254,478,80,77,42,24,22,0,19,1385,269,49,59,6,7,7,4,9,3,5,425,58,12,10,5
POA6037,4,0,0,0,0,8,0,9,27,0,0,0,0,0,0,0,0,0,0,0,24,12,24,4,7,0,3,8,0,8,88,43,9,20,3,3,0,3,3,0,3,92,3,3,8,3,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,3,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,43,15,28,7,3,0,3,3,0,3,106,97,20,32,6,7,0,0,3,0,3,165,12,7,10,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,10,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,103,24,39,6,5,3,0,3,0,3,186,92,14,11,0,3,0,0,0,0,0,122,9,3,0,0
POA6038,93,8,17,15,12,10,9,5,216,0,0,0,0,0,0,0,0,0,0,5,148,95,239,45,62,50,24,16,22,20,729,73,40,129,48,71,32,15,10,11,14,438,14,18,73,12,25,9,10,11,3,3,177,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,18,70,12,25,7,10,13,3,3,177,0,0,0,0,0,0,0,0,0,0,0,82,59,204,60,93,40,22,22,12,14,616,94,65,142,23,26,4,7,3,0,12,376,17,15,32,8,4,0,6,5,0,0,81,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,19,15,36,3,4,0,6,5,0,0,88,0,0,0,0,0,0,0,0,0,0,0,108,79,184,31,29,11,6,5,0,9,460,91,10,25,0,3,3,0,4,0,3,146,11,3,5,0
